,REGISTRATION_DATE,REGISTRATION_COUNTRY,PURCHASE_COUNT,PURCHASE_COUNT_DELIVERY,PURCHASE_COUNT_TAKEAWAY,FIRST_PURCHASE_DAY,LAST_PURCHASE_DAY,USER_ID,BREAKFAST_PURCHASES,LUNCH_PURCHASES,EVENING_PURCHASES,DINNER_PURCHASES,LATE_NIGHT_PURCHASES,TOTAL_PURCHASES_EUR,DISTINCT_PURCHASE_VENUE_COUNT,MIN_PURCHASE_VALUE_EUR,MAX_PURCHASE_VALUE_EUR,AVG_PURCHASE_VALUE_EUR,PREFERRED_DEVICE,IOS_PURCHASES,WEB_PURCHASES,ANDROID_PURCHASES,PREFERRED_RESTAURANT_TYPES,USER_HAS_VALID_PAYMENT_METHOD,MOST_COMMON_HOUR_OF_THE_DAY_TO_PURCHASE,MOST_COMMON_WEEKDAY_TO_PURCHASE,AVG_DAYS_BETWEEN_PURCHASES,MEDIAN_DAYS_BETWEEN_PURCHASES,AVERAGE_DELIVERY_DISTANCE_KMS,GENERAL_MERCHANDISE,GROCERY,PET_SUPPLIES,RESTAURANT,RETAIL_STORE
20,2019-09-01 00:00:00.000,GRC,3,3.0,0.0,2020-04-26 00:00:00.000,2020-05-28 00:00:00.000,21,0.0,1.0,0.0,2.0,0.0,25.3,3.0,8.112,9.144,8.096,ios,3.0,0.0,0.0,,True,2.0,7.0,16.0,16.0,2.956,0,0,0,3,0
21,2019-09-01 00:00:00.000,FIN,4,4.0,0.0,2019-10-27 00:00:00.000,2020-07-08 00:00:00.000,22,0.0,0.0,0.0,4.0,0.0,109.296,4.0,19.266,36.576,27.324,android,0.0,0.0,4.0,,True,1.0,1.0,85.0,96.0,1.609,0,0,0,4,0
22,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2020-10-24 00:00:00.000,2020-10-24 00:00:00.000,23,0.0,0.0,0.0,1.0,0.0,25.3,1.0,25.35,25.4,25.3,ios,1.0,0.0,0.0,,True,7.0,5.0,,,9.408,0,0,0,1,0
23,2019-09-01 00:00:00.000,DNK,0,,,,,24,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
24,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2020-10-06 00:00:00.000,2020-10-06 00:00:00.000,25,0.0,0.0,1.0,0.0,0.0,14.168,1.0,14.196,14.224,14.168,ios,1.0,0.0,0.0,,False,10.0,5.0,,,7.322,0,0,0,1,0
25,2019-09-01 00:00:00.000,DNK,0,,,,,26,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
26,2019-09-01 00:00:00.000,FIN,6,6.0,0.0,2020-02-02 00:00:00.000,2020-10-18 00:00:00.000,27,0.0,2.0,0.0,4.0,0.0,145.728,2.0,19.266,39.624,24.288,ios,6.0,0.0,0.0,"[
  ""italian""
]",True,0.0,2.0,52.0,58.0,4.506,0,0,0,3,3
27,2019-09-01 00:00:00.000,FIN,3,3.0,0.0,2020-02-02 00:00:00.000,2020-10-31 00:00:00.000,28,0.0,2.0,1.0,0.0,0.0,80.96,3.0,22.308,35.56,27.324,ios,1.0,0.0,2.0,,True,6.0,5.0,136.0,136.0,2.39,0,0,0,3,0
28,2019-09-01 00:00:00.000,DNK,0,,,,,29,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
29,2019-09-01 00:00:00.000,FIN,0,,,,,30,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
30,2019-09-01 00:00:00.000,FIN,0,,,,,31,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
31,2019-09-01 00:00:00.000,LVA,33,32.0,1.0,2019-09-13 00:00:00.000,2020-10-29 00:00:00.000,32,0.0,7.0,7.0,13.0,0.0,753.94,13.0,7.098,40.64,23.276,ios,33.0,0.0,0.0,"[
  ""american""
]",True,23.0,2.0,13.0,2.0,6.747,0,16,1,16,0
32,2019-09-01 00:00:00.000,FIN,0,,,,,33,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
33,2019-09-01 00:00:00.000,GRC,3,3.0,0.0,2019-09-01 00:00:00.000,2020-01-17 00:00:00.000,34,0.0,1.0,0.0,2.0,0.0,56.672,2.0,18.252,19.304,19.228,ios,3.0,0.0,0.0,,True,9.0,3.0,69.0,69.0,10.618,0,0,0,3,0
34,2019-09-01 00:00:00.000,FIN,0,,,,,35,,,,,,,,,,,web,,,,,False,,,,,,0,0,0,0,0
35,2019-09-01 00:00:00.000,ROU,0,,,,,36,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
36,2019-09-01 00:00:00.000,FIN,0,,,,,37,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
37,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2020-10-17 00:00:00.000,2020-10-17 00:00:00.000,38,0.0,1.0,0.0,0.0,0.0,64.768,1.0,64.896,65.024,64.768,ios,1.0,0.0,0.0,,True,6.0,5.0,,,7.431,0,0,0,1,0
38,2019-09-01 00:00:00.000,DNK,0,,,,,39,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
39,2019-09-01 00:00:00.000,FIN,3,3.0,0.0,2019-11-03 00:00:00.000,2019-11-13 00:00:00.000,40,0.0,2.0,0.0,1.0,0.0,46.552,2.0,15.21,16.256,15.18,android,0.0,0.0,3.0,"[
  ""middle eastern""
]",True,1.0,3.0,5.0,5.0,1.566,0,0,0,3,0
40,2019-09-01 00:00:00.000,FRA,0,,,,,41,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
41,2019-09-01 00:00:00.000,DNK,1,1.0,0.0,2020-06-15 00:00:00.000,2020-06-15 00:00:00.000,42,0.0,1.0,0.0,0.0,0.0,38.456,1.0,38.532,38.608,38.456,ios,1.0,0.0,0.0,,False,7.0,4.0,,,4.55,0,0,0,1,0
42,2019-09-01 00:00:00.000,GRC,2,2.0,0.0,2020-09-11 00:00:00.000,2020-09-18 00:00:00.000,43,0.0,2.0,0.0,0.0,0.0,12.144,2.0,6.084,6.096,6.072,android,2.0,0.0,0.0,,False,12.0,2.0,7.0,7.0,0.271,0,0,0,2,0
43,2019-09-01 00:00:00.000,DNK,0,,,,,44,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
44,2019-09-01 00:00:00.000,FIN,3,3.0,0.0,2020-01-04 00:00:00.000,2020-08-22 00:00:00.000,45,0.0,3.0,0.0,0.0,0.0,113.344,3.0,31.434,41.656,37.444,android,0.0,0.0,3.0,,False,23.0,3.0,116.0,116.0,6.776,0,0,0,3,0
45,2019-09-01 00:00:00.000,DNK,1,1.0,0.0,2019-11-05 00:00:00.000,2019-11-05 00:00:00.000,46,0.0,1.0,0.0,0.0,0.0,55.66,1.0,55.77,55.88,55.66,web,0.0,1.0,0.0,,True,23.0,6.0,,,8.617,0,0,0,1,0
46,2019-09-01 00:00:00.000,FIN,0,,,,,47,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
47,2019-09-01 00:00:00.000,FIN,0,,,,,48,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
48,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2019-09-01 00:00:00.000,2019-09-01 00:00:00.000,49,1.0,0.0,0.0,0.0,0.0,26.312,1.0,26.364,26.416,26.312,web,0.0,1.0,0.0,,True,20.0,7.0,,,7.357,0,0,0,1,0
49,2019-09-01 00:00:00.000,CHN,0,,,,,50,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
50,2019-09-01 00:00:00.000,GRC,1,1.0,0.0,2019-09-24 00:00:00.000,2019-09-24 00:00:00.000,51,0.0,0.0,0.0,1.0,0.0,9.108,1.0,9.126,9.144,9.108,android,0.0,0.0,1.0,,False,10.0,5.0,,,0.862,0,0,0,1,0
51,2019-09-01 00:00:00.000,DNK,0,,,,,52,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
52,2019-09-01 00:00:00.000,FIN,0,,,,,53,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
53,2019-09-01 00:00:00.000,FIN,2,2.0,0.0,2019-09-02 00:00:00.000,2019-09-03 00:00:00.000,54,0.0,0.0,0.0,2.0,0.0,63.756,2.0,23.322,41.656,32.384,android,0.0,0.0,2.0,,True,13.0,5.0,1.0,1.0,6.934,0,0,0,2,0
54,2019-09-01 00:00:00.000,GRC,1,1.0,0.0,2019-09-01 00:00:00.000,2019-09-01 00:00:00.000,55,1.0,0.0,0.0,0.0,0.0,6.072,1.0,6.084,6.096,6.072,android,0.0,0.0,1.0,,False,23.0,1.0,,,3.596,0,0,0,1,0
55,2019-09-01 00:00:00.000,FRA,0,,,,,56,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
56,2019-09-01 00:00:00.000,FIN,2,2.0,0.0,2019-09-01 00:00:00.000,2019-09-22 00:00:00.000,57,2.0,0.0,0.0,0.0,0.0,38.456,2.0,16.224,22.352,19.228,ios,2.0,0.0,0.0,,True,7.0,7.0,21.0,21.0,4.817,0,0,0,2,0
57,2019-09-01 00:00:00.000,GRC,4,4.0,0.0,2020-01-08 00:00:00.000,2020-06-16 00:00:00.000,58,0.0,4.0,0.0,0.0,0.0,33.396,4.0,8.112,9.144,8.096,android,0.0,2.0,2.0,,True,11.0,7.0,53.0,35.0,1.836,0,0,0,4,0
58,2019-09-01 00:00:00.000,FIN,3,3.0,0.0,2019-09-01 00:00:00.000,2019-09-11 00:00:00.000,59,1.0,1.0,1.0,0.0,0.0,91.08,2.0,19.266,38.608,30.36,android,0.0,0.0,3.0,"[
  ""american""
]",True,8.0,4.0,5.0,5.0,3.167,0,0,0,3,0
59,2019-09-01 00:00:00.000,GRC,1,1.0,0.0,2019-09-01 00:00:00.000,2019-09-01 00:00:00.000,60,1.0,0.0,0.0,0.0,0.0,7.084,1.0,7.098,7.112,7.084,android,0.0,0.0,1.0,,True,21.0,7.0,,,4.256,0,0,0,1,0
60,2019-09-01 00:00:00.000,GRC,0,,,,,61,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
61,2019-09-01 00:00:00.000,GRC,0,,,,,62,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
62,2019-09-01 00:00:00.000,DNK,0,,,,,63,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
63,2019-09-01 00:00:00.000,FIN,0,,,,,64,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
64,2019-09-01 00:00:00.000,GRC,1,1.0,0.0,2020-07-23 00:00:00.000,2020-07-23 00:00:00.000,65,0.0,1.0,0.0,0.0,0.0,8.096,1.0,8.112,8.128,8.096,android,0.0,0.0,1.0,,True,21.0,2.0,,,3.963,0,0,0,1,0
65,2019-09-01 00:00:00.000,FIN,8,8.0,0.0,2019-11-16 00:00:00.000,2020-10-25 00:00:00.000,66,0.0,2.0,0.0,5.0,0.0,276.276,6.0,11.154,68.072,34.408,android,4.0,0.0,4.0,"[
  ""middle eastern""
]",False,12.0,4.0,49.0,34.0,9.94,0,0,0,4,4
66,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2019-10-10 00:00:00.000,2019-10-10 00:00:00.000,67,0.0,0.0,0.0,1.0,0.0,17.204,1.0,17.238,17.272,17.204,ios,1.0,0.0,0.0,,True,10.0,1.0,,,8.677,0,0,0,1,0
67,2019-09-01 00:00:00.000,FIN,0,,,,,68,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
68,2019-09-01 00:00:00.000,FIN,0,,,,,69,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
69,2019-09-01 00:00:00.000,GRC,16,16.0,0.0,2020-02-27 00:00:00.000,2020-10-26 00:00:00.000,70,0.0,11.0,0.0,5.0,0.0,322.828,7.0,6.084,35.56,20.24,ios,16.0,0.0,0.0,,True,18.0,2.0,16.0,4.0,4.94,0,0,0,8,8
70,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2019-09-01 00:00:00.000,2019-09-01 00:00:00.000,71,0.0,1.0,0.0,0.0,0.0,27.324,1.0,27.378,27.432,27.324,ios,1.0,0.0,0.0,,True,4.0,1.0,,,8.043,0,0,0,1,0
71,2019-09-01 00:00:00.000,FIN,13,13.0,0.0,2019-09-07 00:00:00.000,2020-02-27 00:00:00.000,72,1.0,6.0,1.0,5.0,0.0,270.204,2.0,16.224,25.4,21.252,android,0.0,0.0,13.0,,False,20.0,5.0,14.0,14.0,10.143,1,6,0,6,0
72,2019-09-01 00:00:00.000,GRC,0,,,,,73,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
73,2019-09-01 00:00:00.000,FIN,0,,,,,74,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
74,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2020-01-03 00:00:00.000,2020-01-03 00:00:00.000,75,0.0,0.0,0.0,1.0,0.0,41.492,1.0,41.574,41.656,41.492,ios,0.0,1.0,0.0,,True,20.0,6.0,,,1.881,0,0,0,1,0
75,2019-09-01 00:00:00.000,DNK,1,1.0,0.0,2020-09-26 00:00:00.000,2020-09-26 00:00:00.000,76,0.0,0.0,0.0,1.0,0.0,27.324,1.0,27.378,27.432,27.324,ios,1.0,0.0,0.0,,False,3.0,5.0,,,3.941,0,0,0,1,0
76,2019-09-01 00:00:00.000,GRC,0,,,,,77,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
77,2019-09-01 00:00:00.000,FIN,6,4.0,2.0,2020-04-09 00:00:00.000,2020-10-18 00:00:00.000,78,0.0,3.0,0.0,3.0,0.0,105.248,6.0,12.168,23.368,17.204,android,0.0,0.0,6.0,"[
  ""japanese""
]",False,16.0,2.0,38.0,42.0,8.59,0,0,0,3,3
78,2019-09-01 00:00:00.000,FIN,3,3.0,0.0,2020-09-04 00:00:00.000,2020-09-20 00:00:00.000,79,0.0,2.0,0.0,1.0,0.0,74.888,3.0,21.294,32.512,25.3,android,0.0,0.0,3.0,,False,16.0,2.0,8.0,8.0,8.265,0,0,0,3,0
79,2019-09-01 00:00:00.000,GRC,320,320.0,0.0,2019-09-01 00:00:00.000,2020-02-29 00:00:00.000,80,37.0,171.0,34.0,78.0,0.0,4335.408,34.0,6.084,33.528,13.156,web,0.0,196.0,124.0,,True,3.0,4.0,1.0,1.0,4.407,0,0,0,160,160
80,2019-09-01 00:00:00.000,GRC,2,2.0,0.0,2019-09-17 00:00:00.000,2019-10-22 00:00:00.000,81,0.0,0.0,2.0,0.0,0.0,15.18,2.0,7.098,8.128,7.084,android,0.0,0.0,2.0,,True,11.0,1.0,35.0,35.0,11.145,0,0,0,2,0
81,2019-09-01 00:00:00.000,DNK,0,,,,,82,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
82,2019-09-01 00:00:00.000,DNK,1,1.0,0.0,2019-10-06 00:00:00.000,2019-10-06 00:00:00.000,83,0.0,1.0,0.0,0.0,0.0,21.252,1.0,21.294,21.336,21.252,ios,1.0,0.0,0.0,,True,14.0,4.0,,,8.572,0,0,0,1,0
83,2019-09-01 00:00:00.000,GRC,0,,,,,84,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
84,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2019-09-01 00:00:00.000,2019-09-01 00:00:00.000,85,0.0,1.0,0.0,0.0,0.0,25.3,1.0,25.35,25.4,25.3,ios,1.0,0.0,0.0,,True,17.0,3.0,,,6.434,0,0,0,1,0
85,2019-09-01 00:00:00.000,DNK,0,,,,,86,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
86,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2020-06-16 00:00:00.000,2020-06-16 00:00:00.000,87,0.0,0.0,0.0,1.0,0.0,21.252,1.0,21.294,21.336,21.252,android,1.0,0.0,0.0,,True,20.0,5.0,,,2.669,0,0,0,1,0
87,2019-09-01 00:00:00.000,DNK,1,1.0,0.0,2020-08-23 00:00:00.000,2020-08-23 00:00:00.000,88,0.0,1.0,0.0,0.0,0.0,26.312,1.0,26.364,26.416,26.312,ios,1.0,0.0,0.0,,True,7.0,6.0,,,8.52,0,0,0,1,0
88,2019-09-01 00:00:00.000,FIN,5,4.0,1.0,2019-09-01 00:00:00.000,2020-09-26 00:00:00.000,89,0.0,2.0,0.0,3.0,0.0,135.608,3.0,20.28,35.56,27.324,android,0.0,0.0,5.0,"[
  ""american""
]",True,19.0,4.0,98.0,91.0,11.773,0,0,0,5,0
89,2019-09-01 00:00:00.000,DNK,0,,,,,90,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
90,2019-09-01 00:00:00.000,FIN,5,5.0,0.0,2019-10-14 00:00:00.000,2020-10-28 00:00:00.000,91,0.0,1.0,0.0,4.0,0.0,134.596,3.0,22.308,33.528,27.324,ios,5.0,0.0,0.0,"[
  ""italian""
]",False,13.0,6.0,95.0,91.0,3.669,0,0,0,5,0
91,2019-09-01 00:00:00.000,DNK,0,,,,,92,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
92,2019-09-01 00:00:00.000,FIN,2,2.0,0.0,2020-04-15 00:00:00.000,2020-08-28 00:00:00.000,93,0.0,1.0,0.0,1.0,0.0,65.78,2.0,26.364,40.64,33.396,android,0.0,0.0,2.0,,False,2.0,5.0,135.0,135.0,1.373,0,0,0,2,0
93,2019-09-01 00:00:00.000,FIN,8,8.0,0.0,2019-09-08 00:00:00.000,2020-07-27 00:00:00.000,94,0.0,4.0,1.0,3.0,0.0,388.608,3.0,30.42,70.104,48.576,ios,3.0,0.0,5.0,,False,8.0,4.0,46.0,49.0,7.973,0,0,0,4,4
94,2019-09-01 00:00:00.000,GRC,0,,,,,95,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
95,2019-09-01 00:00:00.000,FIN,0,,,,,96,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
96,2019-09-01 00:00:00.000,DNK,1,1.0,0.0,2020-08-06 00:00:00.000,2020-08-06 00:00:00.000,97,0.0,1.0,0.0,0.0,0.0,35.42,1.0,35.49,35.56,35.42,ios,1.0,0.0,0.0,,True,22.0,1.0,,,5.024,0,0,0,1,0
97,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2020-05-29 00:00:00.000,2020-05-29 00:00:00.000,98,0.0,0.0,0.0,1.0,0.0,49.588,1.0,49.686,49.784,49.588,android,0.0,0.0,1.0,,False,23.0,7.0,,,10.774,0,0,0,1,0
98,2019-09-01 00:00:00.000,FIN,0,,,,,99,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
99,2019-09-01 00:00:00.000,FIN,1,1.0,0.0,2020-02-12 00:00:00.000,2020-02-12 00:00:00.000,100,0.0,0.0,1.0,0.0,0.0,48.576,1.0,48.672,48.768,48.576,android,0.0,0.0,1.0,,True,8.0,4.0,,,6.098,0,0,0,1,0
100,2019-09-01 00:00:00.000,DNK,0,,,,,101,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
101,2019-09-01 00:00:00.000,DNK,11,10.0,1.0,2020-05-22 00:00:00.000,2020-10-15 00:00:00.000,102,0.0,8.0,0.0,3.0,0.0,269.192,6.0,17.238,51.816,24.288,ios,11.0,0.0,0.0,,False,20.0,3.0,15.0,11.0,1.909,1,5,0,5,0
102,2019-09-01 00:00:00.000,DNK,2,2.0,0.0,2020-05-01 00:00:00.000,2020-09-03 00:00:00.000,103,0.0,0.0,0.0,2.0,0.0,91.08,2.0,40.56,51.816,45.54,ios,2.0,0.0,0.0,,False,11.0,4.0,125.0,125.0,0.989,0,0,0,2,0
103,2019-09-01 00:00:00.000,FIN,14,13.0,1.0,2019-10-18 00:00:00.000,2020-08-09 00:00:00.000,104,1.0,5.0,2.0,6.0,0.0,387.596,5.0,16.224,44.704,27.324,web,0.0,14.0,0.0,,True,5.0,3.0,23.0,21.0,1.553,0,0,0,7,7
104,2019-09-01 00:00:00.000,FIN,0,,,,,105,,,,,,,,,,,web,,,,,False,,,,,,0,0,0,0,0
105,2019-09-01 00:00:00.000,FIN,17,5.0,12.0,2019-09-21 00:00:00.000,2020-10-24 00:00:00.000,106,0.0,9.0,0.0,8.0,0.0,455.4,9.0,10.14,50.8,26.312,android,0.0,0.0,17.0,"[
  ""italian"",
  ""middle eastern"",
  ""american""
]",True,10.0,7.0,25.0,22.0,3.132,1,8,0,8,0
106,2019-09-01 00:00:00.000,GRC,6,6.0,0.0,2020-07-15 00:00:00.000,2020-10-16 00:00:00.000,107,0.0,6.0,0.0,0.0,0.0,71.852,2.0,7.098,19.304,12.144,ios,5.0,1.0,0.0,,True,5.0,5.0,19.0,17.0,9.059,0,0,0,3,3
107,2019-09-01 00:00:00.000,FIN,0,,,,,108,,,,,,,,,,,ios,,,,,False,,,,,,0,0,0,0,0
108,2019-09-01 00:00:00.000,DNK,1,1.0,0.0,2019-09-15 00:00:00.000,2019-09-15 00:00:00.000,109,0.0,1.0,0.0,0.0,0.0,34.408,1.0,34.476,34.544,34.408,ios,1.0,0.0,0.0,,False,18.0,2.0,,,11.22,0,0,0,1,0
109,2019-09-01 00:00:00.000,FIN,0,,,,,110,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
110,2019-09-01 00:00:00.000,DNK,5,4.0,1.0,2019-09-01 00:00:00.000,2020-07-17 00:00:00.000,111,0.0,3.0,0.0,2.0,0.0,142.692,5.0,21.294,37.592,28.336,ios,5.0,0.0,0.0,"[
  ""japanese""
]",False,13.0,7.0,80.0,81.0,7.414,0,0,0,5,0
111,2019-09-01 00:00:00.000,DNK,2,0.0,2.0,2019-09-01 00:00:00.000,2019-10-10 00:00:00.000,112,0.0,2.0,0.0,0.0,0.0,48.576,1.0,24.336,24.384,24.288,web,0.0,2.0,0.0,,True,0.0,7.0,39.0,39.0,6.874,0,0,0,2,0
112,2019-09-01 00:00:00.000,DNK,0,,,,,113,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
113,2019-09-01 00:00:00.000,FIN,0,,,,,114,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
114,2019-09-01 00:00:00.000,FIN,0,,,,,115,,,,,,,,,,,android,,,,,False,,,,,,0,0,0,0,0
115,2019-09-01 00:00:00.000,DNK,3,2.0,1.0,2019-12-29 00:00:00.000,2020-03-03 00:00:00.000,116,0.0,1.0,0.0,2.0,0.0,86.02,3.0,13.182,46.736,28.336,ios,3.0,0.0,0.0,,False,15.0,2.0,33.0,33.0,8.944,0,0,0,3,0
